"TIME","GEO","UNIT","NA_ITEM","Value"
"2010","Poland","Current prices, million euro","Final consumption expenditure","291,920.8"
"2010","Poland","Current prices, million euro","Final consumption expenditure of NPISH","3,653.1"
"2010","Poland","Current prices, million euro","Gross capital formation","77,112.2"
"2010","Poland","Current prices, million euro","External balance of goods and services","-7,229.1"
"2010","Poland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","361,803.9"
"2010","Poland","Chain linked volumes (2010), million euro","Final consumption expenditure","291,920.8"
"2010","Poland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","3,653.1"
"2010","Poland","Chain linked volumes (2010), million euro","Gross capital formation","77,112.2"
"2010","Poland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Portugal","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Portugal","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Portugal","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Portugal","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Portugal","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Portugal","Current prices, million euro","Gross domestic product at market prices","179,929.8"
"2010","Portugal","Current prices, million euro","Final consumption expenditure","155,599.1"
"2010","Portugal","Current prices, million euro","Final consumption expenditure of NPISH","3,265.7"
"2010","Portugal","Current prices, million euro","Gross capital formation","37,930.5"
"2010","Portugal","Current prices, million euro","External balance of goods and services","-13,599.7"
"2010","Portugal","Chain linked volumes (2010), million euro","Gross domestic product at market prices","179,929.8"
"2010","Portugal","Chain linked volumes (2010), million euro","Final consumption expenditure","155,599.1"
"2010","Portugal","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","3,265.7"
"2010","Portugal","Chain linked volumes (2010), million euro","Gross capital formation","37,930.5"
"2010","Portugal","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Romania","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Romania","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Romania","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Romania","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Romania","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Romania","Current prices, million euro","Gross domestic product at market prices","126,746.4"
"2010","Romania","Current prices, million euro","Final consumption expenditure","100,515.9"
"2010","Romania","Current prices, million euro","Final consumption expenditure of NPISH","1,689.3"
"2010","Romania","Current prices, million euro","Gross capital formation","34,013.9"
"2010","Romania","Current prices, million euro","External balance of goods and services","-7,783.5"
"2010","Romania","Chain linked volumes (2010), million euro","Gross domestic product at market prices","126,746.4"
"2010","Romania","Chain linked volumes (2010), million euro","Final consumption expenditure","100,515.9"
"2010","Romania","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","1,689.3"
"2010","Romania","Chain linked volumes (2010), million euro","Gross capital formation","34,013.9"
"2010","Romania","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Slovenia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Slovenia","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Slovenia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Slovenia","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Slovenia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Slovenia","Current prices, million euro","Gross domestic product at market prices","36,252.4"
"2010","Slovenia","Current prices, million euro","Final consumption expenditure","27,669.7"
"2010","Slovenia","Current prices, million euro","Final consumption expenditure of NPISH","336.9"
"2010","Slovenia","Current prices, million euro","Gross capital formation","8,062.5"
"2010","Slovenia","Current prices, million euro","External balance of goods and services","520.2"
"2010","Slovenia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","36,252.4"
"2010","Slovenia","Chain linked volumes (2010), million euro","Final consumption expenditure","27,669.7"
"2010","Slovenia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","336.9"
"2010","Slovenia","Chain linked volumes (2010), million euro","Gross capital formation","8,062.5"
"2010","Slovenia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Slovakia","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Slovakia","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Slovakia","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Slovakia","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Slovakia","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Slovakia","Current prices, million euro","Gross domestic product at market prices","67,577.3"
"2010","Slovakia","Current prices, million euro","Final consumption expenditure","52,331.2"
"2010","Slovakia","Current prices, million euro","Final consumption expenditure of NPISH","699.3"
"2010","Slovakia","Current prices, million euro","Gross capital formation","16,227.6"
"2010","Slovakia","Current prices, million euro","External balance of goods and services","-981.6"
"2010","Slovakia","Chain linked volumes (2010), million euro","Gross domestic product at market prices","67,577.3"
"2010","Slovakia","Chain linked volumes (2010), million euro","Final consumption expenditure","52,331.2"
"2010","Slovakia","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","699.3"
"2010","Slovakia","Chain linked volumes (2010), million euro","Gross capital formation","16,227.6"
"2010","Slovakia","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Finland","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Finland","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Finland","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Finland","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Finland","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Finland","Current prices, million euro","Gross domestic product at market prices","187,100.0"
"2010","Finland","Current prices, million euro","Final consumption expenditure","144,253.0"
"2010","Finland","Current prices, million euro","Final consumption expenditure of NPISH","5,087.0"
"2010","Finland","Current prices, million euro","Gross capital formation","40,479.0"
"2010","Finland","Current prices, million euro","External balance of goods and services","2,368.0"
"2010","Finland","Chain linked volumes (2010), million euro","Gross domestic product at market prices","187,100.0"
"2010","Finland","Chain linked volumes (2010), million euro","Final consumption expenditure","144,253.0"
"2010","Finland","Chain linked volumes (2010), million euro","Final consumption expenditure of NPISH","5,087.0"
"2010","Finland","Chain linked volumes (2010), million euro","Gross capital formation","40,479.0"
"2010","Finland","Chain linked volumes (2010), million euro","External balance of goods and services",":"
"2010","Sweden","Chain linked volumes, index 2010=100","Gross domestic product at market prices","100.0"
"2010","Sweden","Chain linked volumes, index 2010=100","Final consumption expenditure","100.0"
"2010","Sweden","Chain linked volumes, index 2010=100","Final consumption expenditure of NPISH","100.0"
"2010","Sweden","Chain linked volumes, index 2010=100","Gross capital formation","100.0"
"2010","Sweden","Chain linked volumes, index 2010=100","External balance of goods and services",":"
"2010","Sweden","Current prices, million euro","Gross domestic product at market prices","369,076.6"
"2010","Sweden","Current prices, million euro","Final consumption expenditure","264,331.8"
"2010","Sweden","Current prices, million euro","Final consumption expenditure of NPISH","5,369.9"
"2010","Sweden","Current prices, million euro","Gross capital formation","84,565.3"
"2010","Sweden","Current prices, million euro","External balance of goods and services","20,179.4"
